"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"4","0","0","2","10","2015","Forage à PMH YEMKOUT, Lot4","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","31/07/2015"
"4","0","0","2","10","2015","Forage à PMH à ESSONG au quartier EFOUMLESSI, Lot3","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","31/07/2015"
"4","0","0","2","10","2015","Forage PMH à NKOL - EBAI 1(chapelle), Lot2","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","31/07/2015"
"4","0","0","2","10","2015","Forage à PMH à NKOL-MENDOUGA, Lot1","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","31/07/2015"
"4","0","0","2","10","2015","Mise en place d'une unité de transformation des produits agro-alimentaires","BEC","14 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","AONO","18/03/2015","11/05/2015","29/05/2015","17/06/2015","17/09/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux salles de classe à l'école Publique de MBELE 2","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","AONO","09/02/2015","03/04/2015","22/04/2015","11/05/2015","11/08/2015"
"4","0","0","2","10","2015","Réhabilitation de la piste agricole Ebanga-Ezezang-Emana (05km)","ROUTE","35 000 000","COMMUNE DE MONATELE","AONO","18/03/2015","11/05/2015","29/05/2015","17/06/2015","17/09/2015"
"4","0","0","2","10","2015","Entretien routier des Commune de Monatélé","ROUTE","27 778 000","COMMUNE DE MONATELE","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Réhabilitation de la piste agricole LELA (carrefour NKOLMELONG-MPON 1 -MPONG 2 (7km)","AI","35 000 000","COMMUNE DE MONATELE","AONO","18/03/2015","11/05/2015","29/05/2015","17/06/2015","17/09/2015"
"4","0","0","2","10","2015","Construction d'un forage équipé de PMH à Nkongmesse village, Lot 3","AI","8 500 000","COMMUNE DE MONATELE","DC","18/02/2015","23/03/2015","10/04/2015","24/04/2015","24/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à TALA ( ELIG-Ambassa), Lot 2","AI","8 500 000","COMMUNE DE MONATELE","DC","18/02/2015","23/03/2015","10/04/2015","24/04/2015","24/07/2015"
"4","0","0","2","10","2015","Forage équipé NKAN, Lot 1","AI","8 500 000","COMMUNE DE MONATELE","DC","18/02/2015","23/03/2015","10/04/2015","24/04/2015","24/07/2015"
"4","0","0","2","10","2015","Construction de 05 ponceaux sur la piste agricole LELA (carrefour) NKOLMELONG-MPONG II","AI","50 000 000","DR MINMAP CE / COMMUNE DE MONATELE","AONO","04/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Construction de 05 ponceaux sur la rivière ENO/EBANGA","AI","10 000 000","COMMUNE DE MONATELE","AONO","04/03/2015","27/04/2015","15/05/2015","04/06/2015","04/08/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à NKOLMELONG lieu dit carrefour école publique, Lot3","AI","8 000 000","COMMUNE DE MONATELE","DC","18/02/2015","23/03/2015","10/04/2015","24/04/2015","24/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à KOUGOUDA 1, Lot2","AI","8 000 000","COMMUNE DE MONATELE","DC","18/02/2015","23/03/2015","10/04/2015","24/04/2015","24/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à NKOLTOMO 1 lieu dit EKOMBITIE, Lot1","AI","8 000 000","COMMUNE DE MONATELE","DC","18/02/2015","23/03/2015","10/04/2015","24/04/2015","24/07/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux salles de classe àl'école Publique de NLONGBON 4","BEC","19 000 000","COMMUNE DE MONATELE","AONO","16/02/2015","26/03/2015","10/04/2015","27/04/2015","27/07/2015"
"4","0","0","2","10","2015","Entretien routien de la Commune de LOBO","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE DE LOBO","AONO","20/02/2015","15/04/2015","05/05/2015","25/05/2015","25/08/2015"
"4","0","0","2","10","2015","Electrification rurale de KAMA","AI","30 000 000","DD MINMAP LEKIE / COMMUNE DE LOBO","AONO","06/04/2015","29/05/2015","17/06/2015","06/07/2015","06/10/2015"
"4","0","0","2","10","2015","Electrification rurale de TOULA","AI","29 000 000","DD MINMAP LEKIE / COMMUNE DE LOBO","AONO","01/04/2015","25/05/2015","12/06/2015","01/07/2015","01/10/2015"
"4","0","0","2","10","2015","Electrification de LOBO","AI","40 000 000","DD MINMAP LEKIE / COMMUNE DE LOBO","AONO","25/03/2015","18/05/2015","05/06/2015","24/06/2015","24/09/2015"
"4","0","0","2","10","2015","Electrification de MBOUMOCK","AI","20 000 000","DD MINMAP LEKIE / COMMUNE DE LOBO","AONO","25/03/2015","18/05/2015","05/06/2015","24/06/2015","24/09/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à NKOLBOT","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DE LOBO","AONO","20/03/2015","13/05/2015","02/06/2015","22/06/2015","22/09/2015"
"4","0","0","2","10","2015","Elaboration des plans prévisionnels locaux de formation, et de recyclage, d'insertion et de reinsertion professionnelle au niveau Communal","SPI","7 000 000","DD MINMAP LEKIE / COMMUNE D'EVODOULA","AONO","13/03/2015","06/05/2015","26/05/2015","15/06/2015","14/08/2015"
"4","0","0","2","10","2015","Entretien routier des Communes d'Evodoula","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE D'EVODOULA","AONO","02/03/2015","24/04/2015","13/05/2015","01/06/2015","01/09/2015"
"4","0","0","2","10","2015","Entretien routier des Communes: Commune d'Ebebda","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Electrification rurale de Nkol-Elouga","AI","25 163 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","25/03/2015","18/05/2015","05/06/2015","24/06/2015","24/09/2015"
"4","0","0","2","10","2015","Réhabilitation de la piste rurale Ebong Ebogo (5 km)","ROUTE","25 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Piste agricole Carrefour Elessongué-Nkol Edzon-Nding Assi Elig Mbama (7 km)","ROUTE","25 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Réhabilitation de la piste Ngoksa'a-Ebong (7 km)","ROUTE","25 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Piste agricole Endoum (Elig mdga)-Mission catholique Elig Edouma (5km)","ROUTE","25 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Forage à PMH à Elog-Tomo","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","11/03/2015","04/05/2015","22/05/2015","10/06/2015","10/09/2015"
"4","0","0","2","10","2015","Forage à PMH à Nkomesse par Etam Kouma","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","11/03/2015","04/05/2015","22/05/2015","10/06/2015","10/09/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux salles de classe à Ebomzout","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE DEBEBDA","AONO","04/03/2015","27/04/2015","15/05/2015","29/05/2015","28/08/2015"
"4","0","0","2","10","2015","Entretien routier de la commune de BATCHENGA","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE DE BATCHENGA","AONO","20/02/2015","15/04/2015","05/05/2015","25/05/2015","25/08/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux salle de classe à l'école publique de NKOPKWALI","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE DE BATCHENGA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","12","2015","Entretien Routier des Communes : commune de SOA","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","AONO","13/02/2015","23/03/2015","06/04/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Forage à PMH à ANDON (CHEFFERIE 3eme DEGRE), Lot3","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","DC","13/02/2015","13/03/2015","07/04/2015","27/04/2015","27/07/2015"
"4","0","0","2","12","2015","Forage à PMH à MEBOUGOU (NDONG FRANCOIS), Lot2","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Forage à PMH à ND, 9(Lieu dit ESSAMA ASSANGA), Lot1","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Construction dun Fumoir à Ntouessong  Marché","BEC","7 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","AONO","09/02/2015","19/03/2015","03/04/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Forage à PMH à Nsan(Carrefour Tsinga), Lot2","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Forage à PMH à  Ebang 1 (Mvaeyong), Lot1","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Construction dun bloc de deux(02) salle de classe à lEcole Publique de NKOMETOU 1","BEC","19 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE SOA","AONO","06/02/2015","16/03/2015","30/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Entretien Routier des Communes : commune dOLANGUINA","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'OLANGUINA","AONO","09/03/2015","16/04/2015","01/05/2015","18/05/2015","18/08/2015"
"4","0","0","2","12","2015","Forage à PMH à Assong-Assi","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'OLANGUINA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Construction dun bloc de deux(02) salle de classe à lEcole Publique de KOMBO","BEC","19 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'OLANGUINA","AONO","13/02/2015","23/03/2015","06/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Entretien Routier des Communes : commune de Nkolafamba","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","AONO","06/02/2015","16/03/2015","30/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","AEP de la localité de NKOULOU (quartier NKolbikogo)","AI","80 000 000","DR MINMAP CE / COMMUNE DE NKOL-AFAMBA","AONO","06/02/2015","16/03/2015","30/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Electrification KOULOU (quartier NKolbikogo)","AI","19 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","AONO","06/02/2015","16/03/2015","30/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Ouvertture d'une Piste agricole Borne Dix chefferie NKOlbikogo (3km)","ROUTE","15 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","AONO","02/02/2015","12/03/2015","27/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Ouverture d'une piste agricole carrefour Mebangkil (5km)","ROUTE","25 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","AONO","02/02/2015","12/03/2015","27/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","construction dun Ponceau sur le troncon NKOLOU-Mohandan","AI","10 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","DC","02/02/2015","06/03/2015","25/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Forage à PMH à Dzouzok, Lot4","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Forage à PMH à NKOULOU, Lot3","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Forage à PMH à NKOL ANGAA, Lot2","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Forage à PMH à EYO, Lot1","AI","8 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Construction du Marché Périodique de NKOABANG","BEC","40 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","AONO","26/01/2015","05/03/2015","20/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Construction dun bloc de deux(02) salle de classe à lEcole Publique de Meven","BEC","19 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE NKOL-AFAMBA","AONO","26/01/2015","05/03/2015","20/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Construction du logement dastreinte : CSI dEKOK","BEC","35 000 000","COMMUNE DE MFOU","AONO","06/03/2015","13/04/2015","27/04/2015","14/05/2015","14/08/2015"
"4","0","0","2","12","2015","Construction du CSI de Mkomba","BEC","50 000 000","COMMUNE DE MFOU","AONO","06/03/2015","13/04/2015","27/04/2015","14/05/2015","14/08/2015"
"4","0","0","2","12","2015","Entretien de la voirie en terre de Mfou","ROUTE","40 000 000","COMMUNE DE MFOU","AONO","23/02/2015","02/04/2015","17/04/2015","04/05/2015","04/08/2015"
"4","0","0","2","12","2015","Entretien routier des Communes : commune de Mfou","ROUTE","27 778 000","COMMUNE DE MFOU","AONO","26/02/2015","06/04/2015","20/04/2015","04/05/2015","04/08/2015"
"4","0","0","2","12","2015","Electrification Rurale village Meyanda","AI","36 000 000","COMMUNE DE MFOU","AONO","16/02/2015","26/03/2015","10/04/2015","23/04/2015","23/07/2015"
"4","0","0","2","12","2015","Electrification Rurale AXE CARREFOUR NSIMELEN EN ALLANT VERS MBALMAYO","AI","55 949 000","DR MINMAP CE / COMMUNE DE MFOU","AONO","20/02/2015","30/03/2015","13/04/2015","27/04/2015","27/07/2015"
"4","0","0","2","12","2015","Construction dun Fumoir à Nkilzok","BEC","7 000 000","COMMUNE DE MFOU","AONO","22/01/2015","02/03/2015","16/03/2015","30/03/2015","30/06/2015"
"4","0","0","2","12","2015","Réhabilitation Piste Rurale Nsimalen (Aéroport)-Nkolmefou 1 (5Km)","ROUTE","25 000 000","COMMUNE DE MFOU","AONO","26/02/2015","06/04/2015","20/04/2015","04/05/2015","04/08/2015"
"4","0","0","2","12","2015","Forage à PMH à Ekali 2","AI","8 000 000","COMMUNE DE MFOU","DC","02/02/2015","06/03/2015","25/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Construction Marché Périodique de NKILZOK)","BEC","20 000 000","COMMUNE DE MFOU","AONO","22/01/2015","02/03/2015","16/03/2015","30/03/2015","30/06/2015"
"4","0","0","2","12","2015","Entretien routier des Communes : commune dESSE","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'ESSE","AONO","13/02/2015","23/03/2015","06/04/2015","16/04/2015","16/07/2015"
"4","0","0","2","12","2015","Construction d'un forage équipé à lEcole dAgriculture dESSE","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'ESSE","DC","13/02/2015","17/03/2015","07/04/2015","27/04/2015","27/07/2015"
"4","0","0","2","12","2015","Construction d'un forage équipé à EBOGO CARREFOUR (MAISON COMMUNAUTEOYILI-NNANA)","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'ESSE","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Construction d'un forage équipé à NSIMI BIKOUE  (ZE MENGUE)","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'ESSE","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Entretien routier de la Commune dEdzendouan","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE EDZENDOUAN","AONO","23/02/2015","02/04/2015","17/04/2015","27/04/2015","27/07/2015"
"4","0","0","2","12","2015","Construction d'un forage équipé Edzendouan(CHEFFERIE)","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE DE EDZENDOUAN","DC","20/02/2015","24/03/2015","14/04/2015","04/05/2015","04/06/2015"
"4","0","0","2","12","2015","Entretien routier de la Commune dAWAE","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AWAE","AONO","02/02/2015","12/03/2015","27/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Construction d'un forage équipé à Awaé 1 (place de la chefferie Etondo)","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AWAE","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","12","2015","Construction d'un bloc de deux salles de classe à l'école publique de MEYO","BEC","19 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AWAE","AONO","26/01/2015","05/03/2015","20/03/2015","02/04/2015","02/07/2015"
"4","0","0","2","12","2015","Appui à lélaboration du Plan Sommaire dUrbanisme (PSU) de la ville dAfanloum","SPI","40 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AFANLOUM","AONO","13/02/2015","23/03/2015","06/04/2015","20/04/2015","19/06/2015"
"4","0","0","2","12","2015","Entretien routier des communes : commune dAfanloum","ROUTE","27 778 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AFANLOUM","AONO","09/02/2015","19/03/2015","03/04/2015","16/04/2015","16/07/2015"
"4","0","0","2","12","2015","Forage équipé à Afanloum (ETOO)","AI","8 500 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AFANLOUM","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","12","2015","Construction CZV dAFANLOUM","BEC","30 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AFANLOUM","AONO","09/02/2015","19/03/2015","03/04/2015","16/04/2015","16/07/2015"
"4","0","0","2","12","2015","Construction d'un bloc de deux salles de classe à l'école publique de MEVAMEBOTO","BEC","19 000 000","DD MINMAP MEFOU ET AFAMBA / COMMUNE D'AFANLOUM","AONO","09/02/2015","19/03/2015","03/04/2015","16/04/2015","16/07/2015"
"4","0","0","4","25","2015","Construction d'un radier à Roua (PNDP) Lot 2","AI","5 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","19/01/2015","20/02/2015","11/03/2015","30/03/2015","29/05/2015"
"4","0","0","4","25","2015","Construction d'un radier à Midré (PNDP) Lot 1","AI","5 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","19/01/2015","13/03/2015","01/04/2015","20/04/2015","19/05/2015"
"4","0","0","4","25","2015","Aménagement des marchés de Soulédé et Roua (PNDP)","BEC","5 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","19/01/2015","13/03/2015","01/04/2015","20/04/2015","19/05/2015"
"4","0","0","4","25","2015","Construction d'un abattoir à Soulédé (PNDP) Lot 2","BEC","7 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","19/01/2015","20/02/2015","11/03/2015","30/03/2015","29/05/2015"
"4","0","0","4","25","2015","Condtruction d'un abattoir à Roua (PNDP) Lot 1","BEC","7 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","19/01/2015","13/03/2015","01/04/2015","20/04/2015","19/06/2015"
"4","0","0","4","25","2015","Construction d'un salle de classe à l'EP de Madakonaï (Ressource Propre)","BEC","12 400 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","16/01/2015","23/02/2015","09/03/2015","19/03/2015","19/05/2015"
"4","0","0","4","25","2015","Construction Stade municipal de Roua (Ressource Propre)","BEC","20 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","16/01/2015","23/02/2015","09/03/2015","19/03/2015","17/06/2015"
"4","0","0","4","25","2015","Construction d'un atelier à la SAR/SM de Soulede Roua","BEC","25 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","16/01/2015","23/02/2015","09/03/2015","19/03/2015","17/06/2015"
"4","0","0","4","25","2015","Entretien routier des communes : Commune de Soulede-Roua","ROUTE","27 778 000","DD MINMAP MAYO TSANAGA / COMMUNE DE ROUA","AONO","06/02/2015","16/03/2015","30/03/2015","09/04/2015","08/04/2016"
"4","0","0","4","25","2015","Construction d'un batiment de deux salles de classe à la SAR/SM de Mozogo dans la Commune de Mayo Moskota","BEC","18 000 000","DD MINMAP MAYO TSANAGA / COMMUNE DE MOZOGO","AONO","23/01/2015","02/03/2015","16/03/2015","23/03/2015","22/06/2015"
"4","0","0","4","25","2015","Entretien routier des communes : Commune de Mayo Moskota","ROUTE","27 778 000","DD MINMAP MAYO TSANAGA / COMMUNE DE MOZOGO","AONO","06/02/2015","16/03/2015","30/03/2015","09/04/2015","10/07/2015"
